theme_set_id,n,theme_set_dist_1,theme_set_dist_2,theme_set_dist_3,theme_set_dist_4,theme_set_dist_5,theme_set_dist_6
08_11_25,1,"(144, 0, 0)",,,,,
08_11_26,1,"(100, 0, 0)",,,,,
08_12_13,1,"(36, 0, 1)",,,,,
08_12_14,1,"(144, 1, 1)",,,,,
08_12_15,1,"(9, 1, 1)",,,,,
08_12_16,1,"(9, 1, 4)",,,,,
08_12_17,1,"(49, 1, 1)",,,,,
08_12_18,1,"(25, 1, 1)",,,,,
08_12_19,1,"(4, 4, 0)",,,,,
08_12_20,1,"(64, 1, 4)",,,,,
08_12_21,1,"(25, 1, 4)",,,,,
08_12_22,1,"(25, 4, 9)",,,,,
08_12_23,1,"(9, 1, 0)",,,,,
08_12_24,1,"(64, 1, 1)",,,,,
08_12_25,1,"(64, 1, 1)",,,,,
08_12_26,1,"(25, 4, 1)",,,,,
08_13_14,1,"(36, 0, 4)",,,,,
08_13_15,1,"(0, 4, 4)",,,,,
08_13_16,1,"(1, 1, 1)",,,,,
08_13_17,1,"(25, 4, 0)",,,,,
08_13_18,1,"(25, 1, 0)",,,,,
08_13_19,1,"(0, 1, 1)",,,,,
08_13_20,1,"(100, 1, 1)",,,,,
08_13_21,1,"(36, 0, 4)",,,,,
08_13_22,1,"(49, 1, 1)",,,,,
08_13_23,1,"(0, 1, 0)",,,,,
08_13_24,1,"(36, 1, 1)",,,,,
08_13_25,1,"(64, 1, 0)",,,,,
08_13_26,1,"(25, 1, 0)",,,,,
08_14_15,1,"(25, 4, 0)",,,,,
08_14_16,1,"(36, 4, 4)",,,,,
08_14_17,1,"(100, 1, 9)",,,,,
08_14_18,1,"(25, 4, 0)",,,,,
08_14_19,1,"(25, 4, 0)",,,,,
08_14_20,1,"(169, 1, 1)",,,,,
08_14_21,1,"(100, 0, 4)",,,,,
08_14_22,1,"(100, 1, 0)",,,,,
08_14_23,1,"(25, 4, 0)",,,,,
08_14_24,1,"(64, 1, 4)",,,,,
08_14_25,1,"(144, 0, 0)",,,,,
08_14_26,1,"(100, 1, 0)",,,,,
08_15_16,1,"(1, 1, 1)",,,,,
08_15_17,1,"(4, 1, 4)",,,,,
08_15_18,1,"(4, 1, 0)",,,,,
08_15_19,1,"(0, 1, 0)",,,,,
08_15_20,1,"(144, 0, 1)",,,,,
08_15_21,1,"(36, 0, 4)",,,,,
08_15_22,1,"(36, 0, 4)",,,,,
08_15_23,1,"(0, 1, 0)",,,,,
08_15_24,1,"(25, 1, 1)",,,,,
08_15_25,1,"(25, 0, 1)",,,,,
08_15_26,1,"(25, 1, 1)",,,,,
08_16_17,1,"(4, 9, 4)",,,,,
08_16_18,1,"(4, 9, 0)",,,,,
08_16_19,1,"(0, 4, 0)",,,,,
08_16_20,1,"(36, 4, 4)",,,,,
08_16_21,1,"(16, 0, 4)",,,,,
08_16_22,1,"(9, 4, 9)",,,,,
08_16_23,1,"(1, 1, 0)",,,,,
08_16_24,1,"(9, 4, 4)",,,,,
08_16_25,1,"(36, 4, 1)",,,,,
08_16_26,1,"(9, 4, 1)",,,,,
08_17_18,1,"(64, 0, 0)",,,,,
08_17_19,1,"(25, 0, 0)",,,,,
08_17_20,1,"(100, 1, 4)",,,,,
08_17_21,1,"(25, 1, 9)",,,,,
08_17_22,1,"(49, 1, 4)",,,,,
08_17_23,1,"(4, 4, 0)",,,,,
08_17_24,1,"(49, 1, 1)",,,,,
08_17_25,1,"(100, 1, 0)",,,,,
08_17_26,2,"(25, 1, 1)","(25, 9, 0)",,,,
08_18_19,1,"(4, 0, 0)",,,,,
08_18_20,1,"(49, 0, 4)",,,,,
08_18_21,1,"(4, 0, 16)",,,,,
08_18_22,1,"(49, 1, 1)",,,,,
08_18_23,1,"(4, 0, 0)",,,,,
08_18_24,1,"(49, 1, 1)",,,,,
08_18_25,1,"(25, 0, 1)",,,,,
08_18_26,1,"(25, 1, 0)",,,,,
08_19_20,1,"(25, 1, 4)",,,,,
08_19_21,1,"(0, 0, 16)",,,,,
08_19_22,1,"(25, 0, 9)",,,,,
08_19_23,1,"(0, 0, 0)",,,,,
08_19_24,1,"(4, 0, 4)",,,,,
08_19_25,1,"(25, 0, 1)",,,,,
08_19_26,1,"(25, 1, 0)",,,,,
08_20_21,1,"(36, 4, 9)",,,,,
08_20_22,1,"(169, 1, 1)",,,,,
08_20_23,1,"(100, 1, 0)",,,,,
08_20_24,1,"(100, 4, 1)",,,,,
08_20_25,1,"(169, 1, 0)",,,,,
08_20_26,1,"(64, 4, 0)",,,,,
08_21_22,1,"(100, 4, 0)",,,,,
08_21_23,1,"(1, 9, 0)",,,,,
08_21_24,1,"(36, 4, 1)",,,,,
08_21_25,1,"(64, 4, 0)",,,,,
08_21_26,1,"(25, 9, 0)",,,,,
08_22_23,1,"(25, 9, 0)",,,,,
08_22_24,1,"(25, 9, 1)",,,,,
08_22_25,1,"(64, 1, 0)",,,,,
08_22_26,2,"(25, 4, 0)","(49, 1, 0)",,,,
08_23_24,1,"(4, 1, 4)",,,,,
08_23_25,1,"(4, 0, 4)",,,,,
08_23_26,1,"(4, 0, 4)",,,,,
08_24_25,1,"(100, 1, 0)",,,,,
08_24_26,1,"(25, 1, 1)",,,,,
08_25_26,1,"(100, 0, 0)",,,,,
09_10_11,1,"(0, 4, 1)",,,,,
09_10_12,1,"(1, 1, 1)",,,,,
09_10_13,1,"(1, 1, 1)",,,,,
09_10_14,1,"(1, 1, 0)",,,,,
09_10_15,2,"(0, 9, 4)","(0, 4, 9)",,,,
09_10_16,1,"(1, 1, 9)",,,,,
09_10_17,1,"(4, 4, 1)",,,,,
09_10_18,1,"(1, 1, 4)",,,,,
09_10_19,1,"(1, 1, 1)",,,,,
09_10_20,1,"(1, 1, 1)",,,,,
09_10_21,1,"(1, 1, 0)",,,,,
09_10_22,1,"(1, 1, 1)",,,,,
09_10_23,2,"(4, 1, 0)","(1, 1, 1)",,,,
09_10_24,1,"(1, 1, 1)",,,,,
09_10_25,1,"(1, 4, 0)",,,,,
09_10_26,1,"(1, 1, 1)",,,,,
09_11_12,1,"(1, 0, 1)",,,,,
09_11_13,1,"(0, 0, 4)",,,,,
09_11_14,1,"(0, 0, 0)",,,,,
09_11_15,2,"(1, 0, 1)","(4, 0, 0)",,,,
09_11_16,2,"(1, 0, 25)","(4, 0, 16)",,,,
09_11_17,2,"(1, 0, 1)","(0, 0, 4)",,,,
09_11_18,1,"(1, 0, 1)",,,,,
09_11_19,1,"(1, 0, 1)",,,,,
09_11_20,1,"(0, 1, 1)",,,,,
09_11_21,1,"(0, 0, 4)",,,,,
09_11_22,1,"(0, 0, 0)",,,,,
09_11_23,1,"(4, 0, 1)",,,,,
09_11_24,1,"(1, 0, 0)",,,,,
09_11_25,1,"(0, 0, 0)",,,,,
09_11_26,1,"(0, 0, 0)",,,,,
09_12_13,1,"(1, 1, 1)",,,,,
09_12_14,1,"(0, 4, 0)",,,,,
09_12_15,1,"(1, 1, 1)",,,,,
09_12_16,1,"(4, 0, 4)",,,,,
09_12_17,1,"(1, 4, 4)",,,,,
09_12_18,1,"(1, 4, 4)",,,,,
09_12_19,1,"(1, 4, 4)",,,,,
09_12_20,1,"(1, 4, 1)",,,,,
09_12_21,1,"(1, 1, 1)",,,,,
09_12_22,1,"(1, 1, 4)",,,,,
09_12_23,1,"(1, 1, 4)",,,,,
09_12_24,1,"(1, 1, 0)",,,,,
09_12_25,1,"(1, 1, 0)",,,,,
09_12_26,1,"(0, 9, 0)",,,,,
09_13_14,1,"(0, 1, 1)",,,,,
09_13_15,1,"(0, 4, 4)",,,,,
09_13_16,1,"(4, 1, 4)",,,,,
09_13_17,1,"(4, 4, 1)",,,,,
09_13_18,1,"(1, 1, 4)",,,,,
09_13_19,1,"(1, 1, 1)",,,,,
09_13_20,1,"(1, 1, 1)",,,,,
09_13_21,1,"(0, 1, 1)",,,,,
09_13_22,1,"(1, 1, 0)",,,,,
09_13_23,1,"(1, 1, 1)",,,,,
09_13_24,1,"(0, 1, 1)",,,,,
09_13_25,1,"(1, 1, 0)",,,,,
09_13_26,1,"(1, 1, 0)",,,,,
09_14_15,1,"(0, 0, 4)",,,,,
09_14_16,1,"(0, 0, 16)",,,,,
09_14_17,1,"(0, 0, 4)",,,,,
09_14_18,1,"(0, 0, 4)",,,,,
09_14_19,1,"(0, 0, 4)",,,,,
09_14_20,1,"(0, 0, 1)",,,,,
09_14_21,1,"(0, 0, 1)",,,,,
09_14_22,1,"(0, 0, 0)",,,,,
09_14_23,1,"(0, 0, 4)",,,,,
09_14_24,1,"(0, 0, 1)",,,,,
09_14_25,1,"(0, 0, 0)",,,,,
09_14_26,1,"(0, 0, 0)",,,,,
09_15_16,1,"(4, 0, 9)",,,,,
09_15_17,2,"(1, 1, 1)","(4, 0, 1)",,,,
09_15_18,1,"(1, 1, 1)",,,,,
09_15_19,1,"(1, 1, 1)",,,,,
09_15_20,1,"(1, 1, 1)",,,,,
09_15_21,1,"(1, 1, 1)",,,,,
09_15_22,1,"(1, 1, 0)",,,,,
09_15_23,3,"(1, 1, 1)","(4, 1, 0)","(4, 0, 1)",,,
09_15_24,1,"(1, 1, 1)",,,,,
09_15_25,1,"(1, 1, 0)",,,,,
09_15_26,1,"(1, 1, 0)",,,,,
09_16_17,1,"(4, 25, 4)",,,,,
09_16_18,1,"(1, 25, 1)",,,,,
09_16_19,1,"(4, 25, 0)",,,,,
09_16_20,1,"(1, 25, 1)",,,,,
09_16_21,1,"(1, 9, 1)",,,,,
09_16_22,1,"(1, 9, 1)",,,,,
09_16_23,1,"(4, 16, 0)",,,,,
09_16_24,1,"(1, 9, 1)",,,,,
09_16_25,1,"(1, 16, 0)",,,,,
09_16_26,1,"(1, 16, 0)",,,,,
09_17_18,1,"(1, 1, 1)",,,,,
09_17_19,1,"(4, 0, 0)",,,,,
09_17_20,2,"(9, 4, 1)","(1, 25, 1)",,,,
09_17_21,1,"(0, 4, 9)",,,,,
09_17_22,1,"(0, 4, 1)",,,,,
09_17_23,1,"(4, 0, 1)",,,,,
09_17_24,1,"(1, 4, 1)",,,,,
09_17_25,2,"(1, 1, 0)","(0, 4, 0)",,,,
09_17_26,1,"(1, 4, 0)",,,,,
09_18_19,1,"(4, 0, 0)",,,,,
09_18_20,1,"(1, 4, 1)",,,,,
09_18_21,1,"(0, 4, 9)",,,,,
09_18_22,1,"(1, 1, 1)",,,,,
09_18_23,1,"(4, 0, 0)",,,,,
09_18_24,1,"(1, 4, 1)",,,,,
09_18_25,1,"(1, 1, 0)",,,,,
09_18_26,2,"(1, 4, 0)","(4, 1, 0)",,,,
09_19_20,1,"(4, 4, 1)",,,,,
09_19_21,1,"(0, 4, 9)",,,,,
09_19_22,1,"(1, 1, 1)",,,,,
09_19_23,1,"(4, 0, 0)",,,,,
09_19_24,1,"(4, 1, 1)",,,,,
09_19_25,1,"(1, 1, 0)",,,,,
09_19_26,1,"(4, 1, 0)",,,,,
09_20_21,1,"(1, 1, 4)",,,,,
09_20_22,1,"(1, 1, 0)",,,,,
09_20_23,1,"(1, 0, 1)",,,,,
09_20_24,1,"(1, 1, 1)",,,,,
09_20_25,1,"(1, 1, 0)",,,,,
09_20_26,1,"(1, 1, 0)",,,,,
09_21_22,1,"(0, 4, 0)",,,,,
09_21_23,1,"(0, 4, 4)",,,,,
09_21_24,1,"(1, 1, 0)",,,,,
09_21_25,1,"(1, 0, 0)",,,,,
09_21_26,1,"(0, 4, 0)",,,,,
09_22_23,1,"(1, 4, 1)",,,,,
09_22_24,2,"(0, 4, 1)","(1, 4, 0)",,,,
09_22_25,1,"(0, 0, 0)",,,,,
09_22_26,1,"(0, 0, 0)",,,,,
09_23_24,1,"(1, 1, 4)",,,,,
09_23_25,1,"(1, 4, 0)",,,,,
09_23_26,1,"(4, 1, 1)",,,,,
09_24_25,1,"(1, 0, 0)",,,,,
09_24_26,1,"(0, 4, 0)",,,,,
09_25_26,1,"(0, 0, 0)",,,,,
10_11_12,1,"(4, 1, 0)",,,,,
10_11_13,1,"(1, 1, 1)",,,,,
10_11_14,1,"(4, 1, 0)",,,,,
10_11_15,4,"(9, 0, 4)","(4, 0, 9)","(16, 0, 1)","(25, 0, 0)",,
10_11_16,1,"(4, 1, 9)",,,,,
10_11_17,1,"(4, 0, 0)",,,,,
10_11_18,1,"(4, 0, 1)",,,,,
10_11_19,1,"(4, 0, 0)",,,,,
10_11_20,2,"(4, 1, 1)","(9, 0, 1)",,,,
10_11_21,1,"(4, 0, 4)",,,,,
10_11_22,1,"(4, 0, 1)",,,,,
10_11_23,1,"(1, 1, 0)",,,,,
10_11_24,1,"(4, 0, 1)",,,,,
10_11_25,1,"(4, 0, 0)",,,,,
10_11_26,1,"(4, 0, 1)",,,,,
10_12_13,1,"(1, 1, 1)",,,,,
10_12_14,1,"(1, 1, 1)",,,,,
10_12_15,2,"(4, 0, 9)","(9, 0, 4)",,,,
10_12_16,1,"(1, 1, 4)",,,,,
10_12_17,1,"(4, 4, 1)",,,,,
10_12_18,1,"(1, 4, 1)",,,,,
10_12_19,2,"(1, 1, 1)","(1, 4, 0)",,,,
10_12_20,1,"(1, 1, 1)",,,,,
10_12_21,1,"(1, 1, 0)",,,,,
10_12_22,1,"(1, 4, 4)",,,,,
10_12_23,1,"(1, 1, 0)",,,,,
10_12_24,1,"(4, 1, 0)",,,,,
10_12_25,1,"(4, 1, 0)",,,,,
10_12_26,1,"(4, 4, 1)",,,,,
10_13_14,1,"(1, 0, 1)",,,,,
10_13_15,1,"(1, 0, 16)",,,,,
10_13_16,1,"(0, 1, 9)",,,,,
10_13_17,1,"(1, 1, 9)",,,,,
10_13_18,1,"(1, 1, 0)",,,,,
10_13_19,1,"(0, 1, 1)",,,,,
10_13_20,1,"(1, 1, 1)",,,,,
10_13_21,1,"(0, 1, 1)",,,,,
10_13_22,1,"(1, 1, 1)",,,,,
10_13_23,1,"(0, 1, 0)",,,,,
10_13_24,1,"(0, 1, 4)",,,,,
10_13_25,2,"(0, 1, 1)","(1, 1, 0)",,,,
10_13_26,1,"(1, 1, 1)",,,,,
10_14_15,3,"(4, 0, 9)","(9, 0, 4)","(1, 0, 16)",,,
10_14_16,1,"(1, 0, 9)",,,,,
10_14_17,1,"(4, 1, 1)",,,,,
10_14_18,1,"(1, 1, 1)",,,,,
10_14_19,1,"(1, 1, 1)",,,,,
10_14_20,2,"(1, 1, 1)","(4, 1, 0)",,,,
10_14_21,1,"(1, 0, 0)",,,,,
10_14_22,1,"(1, 0, 1)",,,,,
10_14_23,1,"(1, 1, 1)",,,,,
10_14_24,1,"(1, 0, 4)",,,,,
10_14_25,1,"(4, 0, 0)",,,,,
10_14_26,1,"(1, 0, 1)",,,,,
10_15_16,3,"(9, 4, 0)","(16, 1, 0)","(4, 9, 0)",,,
10_15_17,3,"(4, 9, 0)","(9, 4, 0)","(16, 1, 0)",,,
10_15_18,5,"(16, 1, 0)","(9, 4, 0)","(4, 9, 0)","(1, 16, 0)","(25, 0, 0)",
10_15_19,5,"(16, 1, 0)","(9, 4, 0)","(4, 9, 0)","(1, 16, 0)","(25, 0, 0)",
10_15_20,3,"(9, 4, 0)","(4, 9, 0)","(1, 16, 0)",,,
10_15_21,3,"(4, 9, 0)","(1, 16, 0)","(9, 4, 0)",,,
10_15_22,3,"(4, 9, 0)","(9, 4, 0)","(16, 1, 0)",,,
10_15_23,6,"(16, 1, 0)","(9, 4, 0)","(4, 9, 0)","(1, 16, 0)","(0, 25, 0)","(25, 0, 0)"
10_15_24,2,"(9, 4, 0)","(4, 9, 0)",,,,
10_15_25,1,"(25, 0, 0)",,,,,
10_15_26,3,"(4, 9, 0)","(9, 4, 0)","(16, 1, 0)",,,
10_16_17,1,"(4, 9, 1)",,,,,
10_16_18,1,"(1, 16, 0)",,,,,
10_16_19,1,"(1, 4, 1)",,,,,
10_16_20,1,"(1, 16, 1)",,,,,
10_16_21,1,"(1, 1, 1)",,,,,
10_16_22,1,"(1, 9, 1)",,,,,
10_16_23,1,"(1, 1, 0)",,,,,
10_16_24,1,"(0, 9, 4)",,,,,
10_16_25,1,"(1, 9, 0)",,,,,
10_16_26,1,"(1, 9, 1)",,,,,
10_17_18,1,"(4, 0, 1)",,,,,
10_17_19,1,"(4, 0, 0)",,,,,
10_17_20,1,"(4, 4, 1)",,,,,
10_17_21,1,"(4, 1, 9)",,,,,
10_17_22,1,"(4, 1, 1)",,,,,
10_17_23,1,"(1, 4, 0)",,,,,
10_17_24,1,"(4, 4, 1)",,,,,
10_17_25,1,"(4, 1, 0)",,,,,
10_17_26,1,"(4, 1, 0)",,,,,
10_18_19,1,"(1, 0, 0)",,,,,
10_18_20,2,"(4, 1, 1)","(1, 4, 1)",,,,
10_18_21,1,"(1, 0, 16)",,,,,
10_18_22,1,"(1, 1, 4)",,,,,
10_18_23,1,"(1, 0, 0)",,,,,
10_18_24,1,"(4, 1, 1)",,,,,
10_18_25,2,"(4, 1, 0)","(1, 4, 0)",,,,
10_18_26,1,"(1, 1, 1)",,,,,
10_19_20,1,"(1, 4, 1)",,,,,
10_19_21,1,"(0, 4, 4)",,,,,
10_19_22,1,"(1, 0, 9)",,,,,
10_19_23,1,"(1, 0, 0)",,,,,
10_19_24,1,"(4, 1, 1)",,,,,
10_19_25,1,"(1, 1, 0)",,,,,
10_19_26,1,"(1, 1, 1)",,,,,
10_20_21,1,"(1, 1, 4)",,,,,
10_20_22,1,"(1, 0, 9)",,,,,
10_20_23,1,"(1, 0, 1)",,,,,
10_20_24,1,"(1, 1, 4)",,,,,
10_20_25,1,"(4, 1, 0)",,,,,
10_20_26,1,"(1, 0, 4)",,,,,
10_21_22,1,"(1, 1, 1)",,,,,
10_21_23,1,"(0, 4, 1)",,,,,
10_21_24,1,"(0, 1, 4)",,,,,
10_21_25,1,"(1, 1, 0)",,,,,
10_21_26,1,"(1, 1, 1)",,,,,
10_22_23,2,"(0, 9, 1)","(1, 4, 1)",,,,
10_22_24,1,"(1, 4, 1)",,,,,
10_22_25,1,"(1, 1, 0)",,,,,
10_22_26,1,"(4, 0, 0)",,,,,
10_23_24,1,"(0, 0, 9)",,,,,
10_23_25,1,"(0, 1, 1)",,,,,
10_23_26,1,"(1, 1, 1)",,,,,
10_24_25,1,"(4, 0, 0)",,,,,
10_24_26,1,"(1, 4, 1)",,,,,
10_25_26,1,"(1, 0, 1)",,,,,
11_12_13,1,"(0, 0, 4)",,,,,
11_12_14,1,"(0, 1, 1)",,,,,
11_12_15,1,"(0, 1, 1)",,,,,
11_12_16,1,"(0, 0, 16)",,,,,
11_12_17,1,"(0, 1, 1)",,,,,
11_12_18,1,"(0, 1, 1)",,,,,
11_12_19,1,"(0, 1, 1)",,,,,
11_12_20,1,"(0, 1, 1)",,,,,
11_12_21,1,"(0, 0, 1)",,,,,
11_12_22,1,"(0, 1, 4)",,,,,
11_12_23,1,"(0, 1, 1)",,,,,
11_12_24,1,"(0, 0, 1)",,,,,
11_12_25,1,"(0, 1, 0)",,,,,
11_12_26,1,"(0, 1, 1)",,,,,
11_13_14,1,"(0, 4, 1)",,,,,
11_13_15,1,"(0, 4, 4)",,,,,
11_13_16,1,"(1, 4, 9)",,,,,
11_13_17,1,"(0, 4, 1)",,,,,
11_13_18,1,"(1, 4, 0)",,,,,
11_13_19,1,"(0, 4, 1)",,,,,
11_13_20,1,"(1, 4, 1)",,,,,
11_13_21,1,"(0, 4, 1)",,,,,
11_13_22,1,"(0, 4, 0)",,,,,
11_13_23,1,"(1, 1, 1)",,,,,
11_13_24,1,"(0, 4, 0)",,,,,
11_13_25,1,"(0, 4, 0)",,,,,
11_13_26,1,"(0, 4, 0)",,,,,
11_14_15,1,"(0, 1, 1)",,,,,
11_14_16,1,"(0, 1, 25)",,,,,
11_14_17,1,"(0, 0, 4)",,,,,
11_14_18,1,"(0, 1, 1)",,,,,
11_14_19,1,"(0, 1, 1)",,,,,
11_14_20,1,"(1, 0, 1)",,,,,
11_14_21,1,"(0, 0, 4)",,,,,
11_14_22,1,"(0, 0, 0)",,,,,
11_14_23,2,"(0, 1, 4)","(0, 4, 1)",,,,
11_14_24,1,"(0, 1, 0)",,,,,
11_14_25,1,"(0, 0, 0)",,,,,
11_14_26,1,"(0, 0, 0)",,,,,
11_15_16,1,"(1, 0, 9)",,,,,
11_15_17,1,"(0, 0, 1)",,,,,
11_15_18,1,"(0, 1, 0)",,,,,
11_15_19,2,"(0, 1, 0)","(0, 0, 1)",,,,
11_15_20,1,"(0, 0, 1)",,,,,
11_15_21,1,"(0, 0, 9)",,,,,
11_15_22,1,"(0, 0, 1)",,,,,
11_15_23,1,"(1, 0, 0)",,,,,
11_15_24,1,"(0, 1, 1)",,,,,
11_15_25,1,"(0, 0, 0)",,,,,
11_15_26,1,"(0, 0, 1)",,,,,
11_16_17,1,"(0, 16, 1)",,,,,
11_16_18,1,"(0, 25, 1)",,,,,
11_16_19,1,"(0, 25, 0)",,,,,
11_16_20,1,"(0, 16, 4)",,,,,
11_16_21,1,"(1, 4, 1)",,,,,
11_16_22,1,"(0, 16, 4)",,,,,
11_16_23,1,"(1, 9, 0)",,,,,
11_16_24,1,"(0, 9, 1)",,,,,
11_16_25,1,"(0, 16, 0)",,,,,
11_16_26,1,"(0, 25, 0)",,,,,
11_17_18,1,"(0, 0, 0)",,,,,
11_17_19,1,"(0, 0, 0)",,,,,
11_17_20,1,"(0, 1, 4)",,,,,
11_17_21,1,"(0, 1, 16)",,,,,
11_17_22,1,"(0, 1, 1)",,,,,
11_17_23,1,"(0, 0, 1)",,,,,
11_17_24,1,"(0, 1, 1)",,,,,
11_17_25,1,"(0, 1, 0)",,,,,
11_17_26,1,"(0, 1, 0)",,,,,
11_18_19,1,"(0, 0, 0)",,,,,
11_18_20,1,"(1, 4, 1)",,,,,
11_18_21,1,"(0, 0, 25)",,,,,
11_18_22,1,"(0, 1, 1)",,,,,
11_18_23,1,"(0, 0, 1)",,,,,
11_18_24,1,"(0, 1, 1)",,,,,
11_18_25,1,"(0, 1, 0)",,,,,
11_18_26,2,"(0, 4, 0)","(0, 1, 1)",,,,
11_19_20,1,"(0, 1, 4)",,,,,
11_19_21,1,"(0, 0, 25)",,,,,
11_19_22,1,"(0, 1, 1)",,,,,
11_19_23,1,"(0, 0, 1)",,,,,
11_19_24,1,"(0, 1, 1)",,,,,
11_19_25,1,"(0, 1, 0)",,,,,
11_19_26,1,"(0, 1, 0)",,,,,
11_20_21,1,"(0, 1, 9)",,,,,
11_20_22,1,"(1, 1, 0)",,,,,
11_20_23,1,"(1, 1, 0)",,,,,
11_20_24,1,"(0, 1, 1)",,,,,
11_20_25,1,"(0, 1, 0)",,,,,
11_20_26,1,"(1, 1, 0)",,,,,
11_21_22,1,"(0, 4, 0)",,,,,
11_21_23,1,"(0, 16, 1)",,,,,
11_21_24,1,"(0, 1, 0)",,,,,
11_21_25,1,"(0, 1, 0)",,,,,
11_21_26,1,"(0, 4, 0)",,,,,
11_22_23,1,"(0, 4, 1)",,,,,
11_22_24,1,"(0, 1, 1)",,,,,
11_22_25,1,"(0, 0, 0)",,,,,
11_22_26,1,"(0, 0, 0)",,,,,
11_23_24,1,"(0, 1, 4)",,,,,
11_23_25,1,"(0, 4, 0)",,,,,
11_23_26,1,"(0, 1, 1)",,,,,
11_24_25,1,"(0, 0, 0)",,,,,
11_24_26,1,"(0, 0, 1)",,,,,
11_25_26,1,"(0, 0, 0)",,,,,
12_13_14,1,"(1, 1, 1)",,,,,
12_13_15,1,"(0, 4, 4)",,,,,
12_13_16,1,"(4, 1, 1)",,,,,
12_13_17,1,"(1, 4, 1)",,,,,
12_13_18,1,"(0, 1, 4)",,,,,
12_13_19,1,"(0, 1, 4)",,,,,
12_13_20,1,"(4, 1, 1)",,,,,
12_13_21,1,"(1, 1, 0)",,,,,
12_13_22,1,"(1, 1, 9)",,,,,
12_13_23,1,"(0, 1, 1)",,,,,
12_13_24,1,"(0, 4, 1)",,,,,
12_13_25,1,"(4, 1, 0)",,,,,
12_13_26,1,"(4, 1, 1)",,,,,
12_14_15,1,"(1, 1, 1)",,,,,
12_14_16,2,"(1, 4, 1)","(1, 1, 9)",,,,
12_14_17,1,"(4, 1, 4)",,,,,
12_14_18,3,"(4, 1, 4)","(9, 0, 4)","(9, 1, 1)",,,
12_14_19,2,"(4, 1, 4)","(9, 1, 1)",,,,
12_14_20,1,"(9, 0, 1)",,,,,
12_14_21,1,"(1, 1, 1)",,,,,
12_14_22,1,"(9, 0, 0)",,,,,
12_14_23,1,"(4, 1, 1)",,,,,
12_14_24,1,"(1, 1, 0)",,,,,
12_14_25,1,"(1, 1, 0)",,,,,
12_14_26,1,"(9, 0, 0)",,,,,
12_15_16,1,"(1, 1, 1)",,,,,
12_15_17,1,"(4, 1, 0)",,,,,
12_15_18,1,"(9, 0, 0)",,,,,
12_15_19,2,"(4, 1, 0)","(1, 1, 1)",,,,
12_15_20,2,"(1, 1, 1)","(4, 0, 1)",,,,
12_15_21,1,"(1, 1, 1)",,,,,
12_15_22,1,"(4, 1, 1)",,,,,
12_15_23,1,"(1, 1, 0)",,,,,
12_15_24,2,"(1, 1, 1)","(0, 4, 1)",,,,
12_15_25,1,"(4, 1, 0)",,,,,
12_15_26,1,"(4, 1, 1)",,,,,
12_16_17,1,"(1, 16, 1)",,,,,
12_16_18,1,"(1, 1, 4)",,,,,
12_16_19,1,"(1, 4, 1)",,,,,
12_16_20,1,"(1, 1, 4)",,,,,
12_16_21,1,"(1, 0, 1)",,,,,
12_16_22,1,"(1, 4, 9)",,,,,
12_16_23,1,"(1, 4, 0)",,,,,
12_16_24,1,"(1, 4, 1)",,,,,
12_16_25,1,"(0, 9, 1)",,,,,
12_16_26,1,"(4, 4, 1)",,,,,
12_17_18,1,"(1, 1, 1)",,,,,
12_17_19,1,"(4, 0, 0)",,,,,
12_17_20,1,"(1, 4, 4)",,,,,
12_17_21,1,"(1, 4, 9)",,,,,
12_17_22,1,"(4, 4, 4)",,,,,
12_17_23,1,"(1, 1, 1)",,,,,
12_17_24,1,"(1, 4, 1)",,,,,
12_17_25,1,"(4, 4, 0)",,,,,
12_17_26,1,"(1, 4, 1)",,,,,
12_18_19,1,"(9, 0, 0)",,,,,
12_18_20,1,"(4, 1, 4)",,,,,
12_18_21,1,"(0, 4, 9)",,,,,
12_18_22,1,"(4, 1, 9)",,,,,
12_18_23,2,"(4, 1, 0)","(9, 0, 0)",,,,
12_18_24,2,"(1, 4, 1)","(1, 1, 4)",,,,
12_18_25,2,"(4, 4, 0)","(9, 1, 0)",,,,
12_18_26,1,"(9, 1, 0)",,,,,
12_19_20,1,"(1, 4, 4)",,,,,
12_19_21,1,"(0, 4, 9)",,,,,
12_19_22,1,"(4, 1, 9)",,,,,
12_19_23,1,"(4, 0, 0)",,,,,
12_19_24,2,"(1, 4, 1)","(1, 1, 4)",,,,
12_19_25,2,"(4, 4, 0)","(9, 1, 0)",,,,
12_19_26,1,"(4, 1, 1)",,,,,
12_20_21,1,"(1, 1, 9)",,,,,
12_20_22,1,"(4, 1, 4)",,,,,
12_20_23,1,"(1, 1, 1)",,,,,
12_20_24,1,"(1, 1, 1)",,,,,
12_20_25,1,"(4, 1, 0)",,,,,
12_20_26,1,"(4, 1, 1)",,,,,
12_21_22,1,"(1, 1, 4)",,,,,
12_21_23,1,"(0, 9, 1)",,,,,
12_21_24,1,"(0, 1, 1)",,,,,
12_21_25,1,"(1, 1, 0)",,,,,
12_21_26,1,"(0, 1, 4)",,,,,
12_22_23,1,"(9, 9, 1)",,,,,
12_22_24,1,"(1, 4, 0)",,,,,
12_22_25,1,"(1, 4, 0)",,,,,
12_22_26,1,"(9, 0, 0)",,,,,
12_23_24,2,"(1, 4, 4)","(0, 9, 4)",,,,
